Id,Age,Educ_background,Incumbent,Mar_relationship,Mortgage,Fin_loan,Default,Curt_balance,Prev_result,Num_prev_cont,Elapsed_days,Num_cont,Day,Month,Cont_means,Cont_time,Y
6387,48,JHS_HS_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,744,Unknown,0,-1,2,13,April,Mobile,152,0
6388,46,Associate_Bachelor_and_beyond,Administrator,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,136,Unknown,0,-1,1,3,June,Unknown,1208,1
6389,28,Associate_Bachelor_and_beyond,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1098,Established,1,365,1,17,September,Mobile,837,1
6390,58,ES_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,147,Unknown,0,-1,2,18,April,Mobile,130,0
6391,41,ES_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,5,Unknown,0,-1,2,5,February,Mobile,844,0
6392,29,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,100,Unknown,0,-1,3,21,June,Unknown,261,0
6393,40,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debtor,Non-Default,366,Other,3,248,3,3,February,Mobile,137,0
6394,39,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-241,Unknown,0,-1,3,15,May,Unknown,266,0
6395,42,Associate_Bachelor_and_beyond,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,570,Rejected,10,177,2,20,November,Mobile,130,0
6396,78,Associate_Bachelor_and_beyond,Idle,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1993,Rejected,0,-1,1,6,September,Mobile,953,1
6397,23,JHS_HS_graduate,Services,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-7,Unknown,0,-1,1,5,February,Mobile,87,0
6398,35,JHS_HS_graduate,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,549,Unknown,0,-1,2,28,January,Landline,124,0
6399,30,ES_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,274,Other,1,178,2,12,August,Mobile,577,1
6400,25,JHS_HS_graduate,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,354,Other,6,126,2,2,September,Mobile,401,0
6401,35,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,57,Rejected,4,232,2,16,May,Mobile,63,0
6402,39,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,183,Unknown,0,-1,3,4,June,Unknown,328,0
6403,31,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,372,Rejected,1,179,2,21,November,Mobile,50,0
6404,53,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-2,Unknown,0,-1,1,11,April,Mobile,441,0
6405,33,ES_graduate,Manual_laborer,Married,Mortgaged,Debtor,Non-Default,309,Established,1,157,2,21,February,Mobile,101,0
6406,59,JHS_HS_graduate,Engineer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,303,Unknown,0,-1,2,16,June,Unknown,281,0
6407,36,JHS_HS_graduate,Sole_proprietor,Unmarried,Mortgaged,Debtor,Non-Default,828,Rejected,3,245,2,7,May,Mobile,121,0
6408,28,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1007,Other,0,368,1,17,June,Unknown,66,0
6409,55,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debtor,Non-Default,950,Unknown,0,-1,2,21,June,Unknown,35,0
6410,55,ES_graduate,Business_owner,Married,Mortgage-Free_Unborrowed,Debtor,Default,829,Unknown,0,-1,1,25,February,Mobile,881,1
6411,56,JHS_HS_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-58,Unknown,0,-1,2,29,May,Unknown,428,0
6412,25,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1810,Unknown,0,-1,4,21,May,Unknown,27,0
6413,52,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgage-Free_Unborrowed,Debtor,Non-Default,127,Unknown,0,-1,4,26,June,Unknown,51,0
6414,34,JHS_HS_graduate,Sole_proprietor,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,71,Unknown,0,-1,1,8,May,Unknown,54,0
6415,47,JHS_HS_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,617,Unknown,0,-1,1,27,July,Mobile,102,0
6416,52,ES_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,135,Unknown,0,-1,4,19,April,Mobile,129,0
6417,45,ES_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,173,Unknown,0,-1,1,26,August,Mobile,81,0
6418,33,ES_graduate,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-20,Unknown,0,-1,2,20,July,Mobile,71,0
6419,41,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,260,Unknown,0,-1,3,13,May,Unknown,106,0
6420,22,Associate_Bachelor_and_beyond,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,26086,Unknown,0,-1,1,20,June,Landline,59,0
6421,28,Unknown,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,714,Unknown,0,-1,1,15,April,Mobile,91,0
6422,37,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,243,Unknown,0,-1,2,18,November,Mobile,260,0
6423,46,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,4974,Unknown,0,-1,2,15,August,Mobile,1107,1
6424,23,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debtor,Default,-1090,Unknown,0,-1,6,6,May,Mobile,95,0
6425,46,JHS_HS_graduate,Services,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,98,Unknown,0,-1,1,22,August,Mobile,453,0
6426,57,ES_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,79,Other,11,350,3,13,May,Mobile,294,0
6427,37,JHS_HS_graduate,Manual_laborer,Divorced,Mortgaged,Debtor,Non-Default,878,Rejected,0,-1,2,16,May,Unknown,59,0
6428,44,ES_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,2,Unknown,0,-1,2,12,August,Mobile,216,0
6429,52,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-89,Unknown,0,-1,1,5,June,Unknown,460,0
6430,57,JHS_HS_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-408,Unknown,0,-1,4,21,August,Mobile,235,0
6431,42,JHS_HS_graduate,Services,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,524,Unknown,0,-1,2,16,May,Unknown,571,0
6432,50,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1879,Unknown,0,-1,3,25,August,Mobile,292,0
6433,50,ES_graduate,Idle,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,2557,Unknown,0,-1,4,21,November,Mobile,320,0
6434,23,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,305,Unknown,0,-1,4,20,July,Mobile,2031,1
6435,30,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,46,Unknown,0,-1,6,23,July,Mobile,68,0
6436,35,JHS_HS_graduate,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,580,Rejected,1,178,2,14,April,Mobile,67,0
6437,31,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,78,Unknown,0,-1,4,25,July,Mobile,91,0
6438,44,Associate_Bachelor_and_beyond,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,117,Unknown,0,-1,2,24,August,Mobile,180,1
6439,50,JHS_HS_graduate,Manual_laborer,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,548,Unknown,0,-1,2,20,May,Unknown,357,0
6440,50,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Default,634,Unknown,0,-1,2,15,May,Mobile,478,0
6441,56,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,8946,Other,1,328,1,19,April,Mobile,39,0
6442,54,JHS_HS_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Default,-160,Unknown,0,-1,2,19,November,Mobile,164,0
6443,31,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,74,Unknown,0,-1,1,24,May,Unknown,189,0
6444,26,JHS_HS_graduate,Administrator,Unmarried,Mortgaged,Debt-Free_Unborrowed,Default,-531,Unknown,0,-1,2,17,May,Unknown,129,1
6445,51,ES_graduate,House_keeper,Divorced,Mortgage-Free_Unborrowed,Debtor,Non-Default,-66,Unknown,0,-1,1,30,July,Mobile,30,0
6446,62,JHS_HS_graduate,Engineer,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,22,Rejected,7,180,2,7,May,Mobile,421,0
6447,57,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debtor,Default,-72,Rejected,0,346,1,16,May,Mobile,164,0
6448,31,ES_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,6,Rejected,3,335,1,15,May,Unknown,212,0
6449,46,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,14,Unknown,0,-1,4,4,May,Unknown,702,1
6450,47,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,791,Unknown,0,-1,3,19,May,Mobile,640,0
6451,42,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debtor,Non-Default,56,Unknown,0,-1,1,4,August,Mobile,230,0
6452,52,JHS_HS_graduate,Business_owner,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,155,Unknown,0,-1,1,5,June,Unknown,193,0
6453,31,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-541,Unknown,0,-1,1,8,July,Mobile,442,0
6454,44,JHS_HS_graduate,Services,Married,Mortgaged,Debtor,Non-Default,608,Unknown,0,175,2,20,November,Mobile,176,0
6455,57,Unknown,House_keeper,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,945,Unknown,0,-1,2,5,June,Unknown,134,0
6456,23,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,700,Unknown,0,-1,3,23,May,Mobile,87,0
6457,54,Associate_Bachelor_and_beyond,Sole_proprietor,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,7237,Established,1,97,3,5,March,Mobile,254,1
6458,53,JHS_HS_graduate,Services,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,534,Other,5,172,2,20,November,Mobile,71,0
6459,53,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Default,-244,Unknown,0,-1,6,9,June,Unknown,207,0
6460,38,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,195,Unknown,0,-1,1,20,November,Mobile,184,0
6461,35,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,462,Unknown,0,-1,3,4,May,Unknown,207,0
6462,29,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,1117,Rejected,3,350,3,16,May,Mobile,70,0
6463,62,ES_graduate,House_keeper,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,1412,Rejected,6,343,2,16,May,Unknown,51,0
6464,47,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,744,Unknown,0,-1,3,29,May,Unknown,338,0
6465,52,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-86,Rejected,1,-1,3,7,June,Unknown,166,0
6466,40,ES_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1407,Unknown,0,-1,1,16,June,Unknown,163,0
6467,33,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1742,Unknown,0,-1,1,21,October,Mobile,265,0
6468,33,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,2510,Rejected,1,179,1,14,May,Mobile,44,0
6469,34,ES_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,7,Unknown,0,-1,2,18,August,Mobile,52,0
6470,56,Associate_Bachelor_and_beyond,Idle,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,187,Unknown,0,-1,1,30,January,Mobile,74,0
6471,25,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,8463,Unknown,0,-1,3,14,May,Mobile,59,0
6472,25,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debtor,Non-Default,-57,Unknown,0,-1,4,9,May,Mobile,762,1
6473,43,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,575,Unknown,0,-1,5,22,November,Landline,19,0
6474,28,Unknown,Supervision,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,92,Unknown,0,-1,7,14,December,Mobile,82,0
6475,33,JHS_HS_graduate,Services,Married,Mortgaged,Debtor,Non-Default,345,Other,3,242,2,3,January,Mobile,184,0
6476,41,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,8812,Rejected,1,164,2,19,November,Mobile,2,0
6477,57,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,823,Established,1,184,3,7,May,Landline,579,1
6478,45,ES_graduate,Manual_laborer,Divorced,Mortgage-Free_Unborrowed,Debtor,Default,-227,Unknown,0,-1,1,30,July,Mobile,85,0
6479,60,JHS_HS_graduate,Idle,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,64,Other,1,273,1,14,January,Landline,242,0
6480,35,Associate_Bachelor_and_beyond,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,532,Unknown,0,-1,1,28,April,Mobile,62,0
6481,41,JHS_HS_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,586,Other,3,161,2,4,November,Mobile,116,0
6482,44,Unknown,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,367,Unknown,0,-1,3,19,June,Unknown,89,0
6483,40,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debtor,Default,-4,Unknown,0,-1,1,4,May,Mobile,292,0
6484,48,ES_graduate,Manual_laborer,Married,Mortgaged,Debtor,Non-Default,74,Unknown,0,-1,2,15,May,Mobile,49,0
6485,52,JHS_HS_graduate,Unknown,Divorced,Mortgage-Free_Unborrowed,Debtor,Non-Default,453,Unknown,0,-1,1,1,January,Mobile,137,0
6486,51,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,546,Unknown,0,-1,6,27,November,Mobile,70,0
6487,46,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debtor,Non-Default,966,Rejected,3,245,3,23,July,Mobile,89,0
6488,38,ES_graduate,Supervision,Unmarried,Mortgaged,Debtor,Non-Default,196,Unknown,0,-1,6,12,July,Mobile,110,0
6489,55,JHS_HS_graduate,Engineer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-2,Unknown,0,-1,2,4,August,Mobile,210,0
6490,29,JHS_HS_graduate,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,847,Unknown,0,-1,7,13,July,Landline,53,0
6491,27,JHS_HS_graduate,Services,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,891,Unknown,0,-1,7,4,May,Mobile,119,0
6492,26,JHS_HS_graduate,Administrator,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,52,Other,0,-1,1,8,May,Unknown,460,0
6493,26,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,763,Unknown,0,-1,2,28,May,Unknown,85,0
6494,28,JHS_HS_graduate,Idle,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,889,Rejected,1,355,1,8,May,Mobile,102,0
6495,55,ES_graduate,Pensioner,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,100,Unknown,0,-1,2,15,May,Mobile,256,0
6496,43,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,142,Rejected,3,175,2,21,November,Mobile,213,0
6497,48,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-22,Unknown,0,-1,2,7,August,Mobile,94,0
6498,33,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debtor,Non-Default,215,Unknown,0,-1,1,24,July,Mobile,641,1
6499,63,Unknown,Engineer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,215,Unknown,0,-1,1,27,September,Mobile,733,0
6500,24,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgaged,Debtor,Non-Default,936,Unknown,0,-1,1,28,January,Mobile,102,0
6501,56,JHS_HS_graduate,Administrator,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,37,Rejected,1,162,5,6,May,Mobile,38,0
6502,48,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,233,Rejected,1,169,2,14,April,Mobile,408,0
6503,42,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1795,Unknown,0,-1,3,16,May,Unknown,173,0
6504,33,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1916,Unknown,0,-1,2,2,August,Mobile,115,0
6505,33,JHS_HS_graduate,Administrator,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1770,Unknown,0,-1,1,29,June,Unknown,88,0
6506,49,Unknown,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1058,Other,1,260,1,26,January,Mobile,113,0
6507,42,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,81,Unknown,0,-1,1,4,February,Mobile,788,0
6508,41,JHS_HS_graduate,Supervision,Married,Mortgage-Free_Unborrowed,Debtor,Default,137,Unknown,0,-1,15,20,November,Mobile,207,0
6509,52,JHS_HS_graduate,Services,Divorced,Mortgaged,Debtor,Non-Default,-112,Unknown,0,-1,2,20,November,Mobile,258,0
6510,41,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,70,Unknown,0,-1,1,18,July,Mobile,51,0
6511,45,Unknown,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,61,Unknown,0,183,2,15,May,Mobile,122,0
6512,43,ES_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,35,Unknown,0,-1,2,5,November,Mobile,95,0
6513,26,Associate_Bachelor_and_beyond,Student,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,166,Rejected,3,118,2,22,November,Mobile,62,0
6514,29,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,50,Unknown,0,-1,6,19,November,Landline,62,0
6515,43,JHS_HS_graduate,Engineer,Divorced,Mortgaged,Debtor,Non-Default,337,Unknown,0,-1,3,16,November,Mobile,61,0
6516,50,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Default,137,Rejected,7,177,1,11,August,Mobile,87,0
6517,51,JHS_HS_graduate,Services,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,60,Unknown,0,-1,1,4,June,Unknown,281,0
6518,52,JHS_HS_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-42,Unknown,0,-1,1,5,February,Mobile,84,0
6519,40,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1291,Unknown,0,-1,2,19,November,Mobile,185,0
6520,41,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1226,Unknown,0,-1,5,14,April,Mobile,286,0
6521,35,JHS_HS_graduate,Manual_laborer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,210,Unknown,0,-1,1,16,July,Mobile,106,0
6522,30,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,524,Rejected,6,176,2,20,November,Mobile,280,0
6523,52,JHS_HS_graduate,Unknown,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1017,Unknown,0,-1,4,1,June,Mobile,104,0
6524,53,JHS_HS_graduate,Business_owner,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,660,Unknown,0,-1,14,27,May,Unknown,97,0
6525,55,JHS_HS_graduate,Idle,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,2070,Unknown,0,-1,2,7,May,Landline,487,0
6526,30,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-263,Unknown,0,-1,5,26,July,Mobile,413,0
6527,44,Associate_Bachelor_and_beyond,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,838,Unknown,0,-1,3,27,November,Landline,158,0
6528,53,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-38,Unknown,0,-1,4,4,August,Mobile,1505,1
6529,43,JHS_HS_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1474,Established,3,-1,1,20,October,Mobile,61,0
6530,38,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1108,Established,3,164,2,5,November,Mobile,30,0
6531,28,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,3545,Unknown,0,-1,28,24,July,Landline,76,0
6532,72,JHS_HS_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1694,Established,1,190,1,27,September,Mobile,147,0
6533,46,Associate_Bachelor_and_beyond,Administrator,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,684,Unknown,0,-1,1,19,November,Mobile,262,1
6534,57,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-51,Unknown,0,-1,4,8,May,Mobile,1001,0
6535,55,JHS_HS_graduate,Business_owner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,662,Unknown,2,-1,3,2,June,Unknown,547,1
6536,47,ES_graduate,Manual_laborer,Married,Mortgaged,Debtor,Non-Default,-109,Unknown,0,-1,7,7,July,Mobile,69,0
6537,46,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-372,Unknown,0,-1,1,22,May,Unknown,153,0
6538,32,JHS_HS_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,778,Rejected,4,17,2,2,February,Mobile,118,0
6539,41,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,65,Unknown,0,-1,1,20,June,Unknown,168,0
6540,29,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,229,Unknown,0,-1,1,9,May,Unknown,78,0
6541,30,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,961,Unknown,0,-1,1,30,January,Mobile,67,0
6542,31,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,368,Unknown,0,-1,1,11,May,Mobile,1206,1
6543,31,JHS_HS_graduate,Services,Divorced,Mortgaged,Debtor,Default,-107,Unknown,0,-1,5,20,May,Unknown,381,1
6544,55,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debtor,Non-Default,647,Rejected,3,327,2,19,April,Mobile,100,0
6545,45,ES_graduate,Idle,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,5,Unknown,0,-1,2,28,January,Mobile,56,0
6546,24,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgaged,Debtor,Non-Default,587,Rejected,3,332,2,21,April,Mobile,105,0
6547,52,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,428,Unknown,10,-1,2,16,August,Mobile,840,1
